"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id","SYMBOL","ENTREZID","GENENAME"
241.635954455845,1.36135041828505,0.636354931737977,0.000967532710483288,0.00295862025150958,"ENSG00000112303.15","VNN2","8875","vanin 2"
84.1490312646939,1.61617253733474,0.182106633648086,8.19443727010235e-20,2.10260261467967e-18,"ENSG00000146411.8","SLC2A12","154091","solute carrier family 2 member 12"
238.727045127524,1.11648986708225,0.424005259201359,0.000519650308343516,0.00172817067176307,"ENSG00000135541.24","AHI1","54806","Abelson helper integration site 1"
804.429620023315,1.02287956693486,0.0876609018854667,4.91731119294746e-32,2.8723430267592e-30,"ENSG00000197442.13","MAP3K5","4217","mitogen-activated protein kinase kinase kinase 5"
335.624609397018,1.77192526781463,0.163363376261624,1.03358293451383e-28,5.14157497843154e-27,"ENSG00000112379.11","ARFGEF3","57221","ARFGEF family member 3"
2008.78888802261,1.22925531249209,0.244053702953193,3.4553565033129e-08,2.6589347623547e-07,"ENSG00000112414.17","ADGRG6","57211","adhesion G protein-coupled receptor G6"
191.737298349898,1.7888616553963,0.167873754620461,1.40827756436557e-27,6.40620894397685e-26,"ENSG00000118495.23","PLAGL1","5325","PLAG1 like zinc finger 1"
1019.61995638639,-1.18358174385856,0.312665826932391,1.02804506239874e-05,5.11429747044817e-05,"ENSG00000169976.7","SF3B5","83443","splicing factor 3b subunit 5"
1125.6666028287,-3.25024453069048,0.960174216943783,2.23956610962349e-08,1.78022417404659e-07,"ENSG00000289850.3",NA,NA,NA
262.497024746575,1.25829031344172,0.331313349306605,1.12367556568675e-05,5.54857537574622e-05,"ENSG00000111962.10","UST","10090","uronyl 2-sulfotransferase"
1832.00689950582,1.01565053121545,0.260400961505792,1.13286960045641e-05,5.58681871078933e-05,"ENSG00000055208.22","TAB2","23118","TGF-beta activated kinase 1 (MAP3K7) binding protein 2"
49.0016313386921,-1.16492549373607,0.331084820981361,4.83174504295399e-05,0.000207434132258891,"ENSG00000273132.2","LRP11-AS1","124901427","LRP11 antisense RNA 1"
16.0208806294302,-1.00273184965484,0.34401518940082,0.000629227116603608,0.00203979637694855,"ENSG00000155918.9","RAET1L","154064","retinoic acid early transcript 1L"
33.4232538690614,1.55711264857945,0.269026911566444,9.18538511083105e-10,8.91988814824468e-09,"ENSG00000091844.10","RGS17","26575","regulator of G protein signaling 17"
16.8138220087883,1.10118375615058,0.381811016003309,0.000714345239516343,0.00227648645145309,"ENSG00000074706.16","IPCEF1","26034","interaction protein for cytohesin exchange factors 1"
193.242230667266,-1.21784851340405,0.124046917562676,1.30654501732783e-23,4.45757316641868e-22,"ENSG00000175048.19","ZDHHC14","79683","zDHHC palmitoyltransferase 14"
92.6155356426549,1.08432364533713,0.166001752947782,1.36450743901981e-11,1.61613434847347e-10,"ENSG00000122335.19","SERAC1","84947","serine active site containing 1"
3947.07749983474,1.14263255110566,0.102807638615446,1.15115572864771e-29,5.95703774881757e-28,"ENSG00000291237.3","SOD2","6648","superoxide dismutase 2"
163.022139558867,-1.41702037830531,0.391920526371421,1.01756100379182e-05,5.07168979944203e-05,"ENSG00000146477.8","SLC22A3","6581","solute carrier family 22 member 3"
103.446892396495,1.05686454857093,0.211166510143767,1.72153285917275e-07,1.18200170174991e-06,"ENSG00000280707.4","LOC102725048","102725048","uncharacterized LOC102725048"
32.2431136515413,-1.52593812188082,0.273993032647785,3.65829264297753e-09,3.28182262055594e-08,"ENSG00000164488.13","DACT2","168002","dishevelled binding antagonist of beta catenin 2"
269.367728728393,1.59657474140077,0.364143033638062,3.50232974010852e-07,2.2856295777492e-06,"ENSG00000184465.19","WDR27","253769","WD repeat domain 27"
535.368848356458,-1.10813779538784,0.201496938725791,4.95513868870783e-09,4.36397451276776e-08,"ENSG00000188191.18","PRKAR1B","5575","protein kinase cAMP-dependent type I regulatory subunit beta"
359.618454734736,-1.11140166702948,0.286142058316116,9.14191764529553e-06,4.6176715364593e-05,"ENSG00000106268.18","NUDT1","4521","nudix hydrolase 1"
45.2241258715941,-1.06553668043062,0.375119795693139,0.000793909466702951,0.00249650854119621,"ENSG00000157927.19","RADIL","55698","Rap associating with DIL domain"
