"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"GO:0051125","regulation of actin nucleation",32,0.461321905203627,1.62912066669554,0.018916203454964,0.243483368584893,0.161543903990148,3654,"tags=50%, list=26%, signal=37%","9897/10152/10810/374666/348110/85477/9873/55604/23647/10787/8936/23325/55435/27236/51019/2764",0.352487857583619
"GO:0046847","filopodium assembly",48,0.42690791823245,1.62871950431143,0.00247716448276908,0.0796745850286408,0.0528616947807424,2983,"tags=38%, list=21%, signal=30%","27067/653464/117177/26052/54874/23433/7043/8976/23613/5898/23380/139818/121512/387804/2332/55785/89846/998",0.431707695803346
"GO:0048024","regulation of mRNA splicing, via spliceosome",97,-0.393179163654738,-1.62817070954848,0.00286360817653691,0.0854140185042177,0.0566696365540351,1153,"tags=20%, list=8%, signal=18%","708/3190/3191/6636/5725/6628/79084/23210/29115/6433/9904/11338/25980/9343/984/10419/3006/10921/6633",0.431707695803346
"GO:0051984","positive regulation of chromosome segregation",26,-0.523567652679542,-1.62806090697015,0.0169762693205902,0.230018845638622,0.15261059731402,2286,"tags=35%, list=16%, signal=29%","29781/9212/3619/9587/891/23397/22933/55920/332",0.352487857583619
"GO:0048485","sympathetic nervous system development",9,0.67388774815273,1.62735085544301,0.013820409195189,0.205072536441745,0.136059470223777,3035,"tags=56%, list=21%, signal=44%","10371/7976/4763/6659/2625",0.380730400722792
"GO:0022410","circadian sleep/wake cycle process",8,-0.738569496949681,-1.62708932548513,0.00763822060582232,0.14927735918923,0.0990410454764179,1109,"tags=50%, list=8%, signal=46%","1437/142/134/100",0.407017918923954
"GO:0045187","regulation of circadian sleep/wake cycle, sleep",8,-0.738569496949681,-1.62708932548513,0.00763822060582232,0.14927735918923,0.0990410454764179,1109,"tags=50%, list=8%, signal=46%","1437/142/134/100",0.407017918923954
"GO:0050802","circadian sleep/wake cycle, sleep",8,-0.738569496949681,-1.62708932548513,0.00763822060582232,0.14927735918923,0.0990410454764179,1109,"tags=50%, list=8%, signal=46%","1437/142/134/100",0.407017918923954
"GO:0006354","DNA-templated transcription elongation",157,-0.371626078594438,-1.62575524944844,0.00105644223989415,0.0443472999273966,0.0294231018871247,2529,"tags=30%, list=18%, signal=25%","5499/5439/5518/79034/80789/9878/81857/55090/5434/55723/84337/6749/2962/64425/80349/6923/5435/9733/5436/8178/57805/9442/9150/54973/84656/9441/5430/84246/10849/6830/9400/5438/5604/142/8812/9533/5514/80335/5441/51497/25885/55588/5432/23211/54623/11047/6829",0.45505986738723
"GO:0002687","positive regulation of leukocyte migration",86,0.369721291237145,1.62541683575476,0.00269385291087564,0.0824431234599232,0.0546985368990992,2155,"tags=27%, list=15%, signal=23%","5747/961/6868/80310/90550/23075/196527/6364/5764/5795/79647/81704/2621/8995/3576/64065/23604/375056/9943/102/4739/5594/3383",0.431707695803346
